building_type,task,run_period,building_id,reward_run1,reward_mean
OfficeMedium,task_const_e0,full_year,OfficeMedium-4488,-3688.5,-3688.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4502,-2542.1,-2542.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4511,-395.5,-395.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4523,-1204.6,-1204.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4537,-420.4,-420.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4554,-3145.1,-3145.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4570,-4650.1,-4650.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4576,-763.1,-763.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4585,-2136.5,-2136.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4588,-2291.9,-2291.9
OfficeMedium,task_const_e0,full_year,OfficeMedium-4590,-2097.6,-2097.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4608,-1985.9,-1985.9
OfficeMedium,task_const_e0,full_year,OfficeMedium-4621,-858.4,-858.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4625,-2380.4,-2380.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4631,-985.3,-985.3
OfficeMedium,task_const_e0,full_year,OfficeMedium-4641,-804.8,-804.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4642,-3498.1,-3498.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4643,-818.6,-818.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4670,-2086.1,-2086.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4680,-800.5,-800.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4688,-300.7,-300.7
OfficeMedium,task_const_e0,full_year,OfficeMedium-4691,-976.3,-976.3
OfficeMedium,task_const_e0,full_year,OfficeMedium-4692,-1311.7,-1311.7
OfficeMedium,task_const_e0,full_year,OfficeMedium-4693,-1390.3,-1390.3
OfficeMedium,task_const_e0,full_year,OfficeMedium-4695,-322.4,-322.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4697,-1511.2,-1511.2
OfficeMedium,task_const_e0,full_year,OfficeMedium-4700,-2080.4,-2080.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4712,-543.3,-543.3
OfficeMedium,task_const_e0,full_year,OfficeMedium-4731,-2508.2,-2508.2
OfficeMedium,task_const_e0,full_year,OfficeMedium-4745,-2066.8,-2066.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4777,-2275.6,-2275.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4782,-1428.6,-1428.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4787,-2778.0,-2778.0
OfficeMedium,task_const_e0,full_year,OfficeMedium-4795,-303.8,-303.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4796,-2483.5,-2483.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4799,-707.8,-707.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4805,-1069.8,-1069.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4834,-572.4,-572.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4860,-1049.5,-1049.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4861,-2345.5,-2345.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4869,-3300.7,-3300.7
OfficeMedium,task_const_e0,full_year,OfficeMedium-4872,-1078.4,-1078.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4873,-2649.9,-2649.9
OfficeMedium,task_const_e0,full_year,OfficeMedium-4883,-376.5,-376.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4890,-861.9,-861.9
OfficeMedium,task_const_e0,full_year,OfficeMedium-4898,-2401.5,-2401.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4901,-341.4,-341.4
OfficeMedium,task_const_e0,full_year,OfficeMedium-4906,-376.0,-376.0
OfficeMedium,task_const_e0,full_year,OfficeMedium-4925,-1185.0,-1185.0
OfficeMedium,task_const_e0,full_year,OfficeMedium-4931,-2274.6,-2274.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4947,-1965.2,-1965.2
OfficeMedium,task_const_e0,full_year,OfficeMedium-4949,-566.3,-566.3
OfficeMedium,task_const_e0,full_year,OfficeMedium-4958,-972.2,-972.2
OfficeMedium,task_const_e0,full_year,OfficeMedium-4963,-2016.6,-2016.6
OfficeMedium,task_const_e0,full_year,OfficeMedium-4970,-1447.8,-1447.8
OfficeMedium,task_const_e0,full_year,OfficeMedium-4976,-2483.1,-2483.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4987,-1339.7,-1339.7
OfficeMedium,task_const_e0,full_year,OfficeMedium-4991,-1266.5,-1266.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4997,-2504.5,-2504.5
OfficeMedium,task_const_e0,full_year,OfficeMedium-4998,-1319.1,-1319.1
OfficeMedium,task_const_e0,full_year,OfficeMedium-4999,-1463.9,-1463.9
OfficeMedium,task_const_e0,full_year,OfficeMedium-5000,-2215.6,-2215.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4037,-71.8,-71.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4040,-79.8,-79.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4041,-243.6,-243.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4047,-157.8,-157.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4051,-360.8,-360.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4055,-395.9,-395.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4067,-355.4,-355.4
OfficeMedium,task_const_e0,summer,OfficeMedium-4070,-65.9,-65.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4093,-370.4,-370.4
OfficeMedium,task_const_e0,summer,OfficeMedium-4126,-73.9,-73.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4130,-76.6,-76.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4138,-43.2,-43.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4142,-76.2,-76.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4146,-299.5,-299.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4150,-224.9,-224.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4151,-317.0,-317.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4152,-258.8,-258.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4153,-82.9,-82.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4158,-74.5,-74.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4168,-262.7,-262.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4260,-183.1,-183.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4275,-273.5,-273.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4279,-67.2,-67.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4296,-501.7,-501.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4297,-132.0,-132.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4300,-280.6,-280.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4332,-73.5,-73.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4365,-170.1,-170.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4389,-314.5,-314.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4391,-49.7,-49.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4398,-44.5,-44.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4414,-302.7,-302.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4421,-64.9,-64.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4430,-74.4,-74.4
OfficeMedium,task_const_e0,summer,OfficeMedium-4445,-269.3,-269.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4455,-56.8,-56.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4459,-256.5,-256.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4468,-268.9,-268.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4488,-495.2,-495.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4502,-371.5,-371.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4511,-89.5,-89.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4523,-175.7,-175.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4537,-83.7,-83.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4554,-425.1,-425.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4570,-435.6,-435.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4576,-43.3,-43.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4585,-216.1,-216.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4588,-163.6,-163.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4590,-156.7,-156.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4608,-307.7,-307.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4621,-70.9,-70.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4625,-155.3,-155.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4631,-69.9,-69.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4641,-47.3,-47.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4642,-412.6,-412.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4643,-37.5,-37.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4670,-158.0,-158.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4680,-77.5,-77.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4688,-50.5,-50.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4691,-73.5,-73.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4692,-185.9,-185.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4693,-233.9,-233.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4695,-62.2,-62.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4697,-74.3,-74.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4700,-73.9,-73.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4712,-45.1,-45.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4731,-281.0,-281.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4745,-254.3,-254.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4777,-293.2,-293.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4782,-216.6,-216.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4787,-301.1,-301.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4795,-51.2,-51.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4796,-157.5,-157.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4799,-137.1,-137.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4805,-190.6,-190.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4834,-125.0,-125.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4860,-161.5,-161.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4861,-249.9,-249.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4869,-390.0,-390.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4872,-161.0,-161.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4873,-173.5,-173.5
OfficeMedium,task_const_e0,summer,OfficeMedium-4883,-98.8,-98.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4890,-76.0,-76.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4898,-168.4,-168.4
OfficeMedium,task_const_e0,summer,OfficeMedium-4901,-79.0,-79.0
OfficeMedium,task_const_e0,summer,OfficeMedium-4906,-69.3,-69.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4925,-77.6,-77.6
OfficeMedium,task_const_e0,summer,OfficeMedium-4931,-228.2,-228.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4947,-164.4,-164.4
OfficeMedium,task_const_e0,summer,OfficeMedium-4949,-141.2,-141.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4958,-71.7,-71.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4963,-170.7,-170.7
OfficeMedium,task_const_e0,summer,OfficeMedium-4970,-196.1,-196.1
OfficeMedium,task_const_e0,summer,OfficeMedium-4976,-258.3,-258.3
OfficeMedium,task_const_e0,summer,OfficeMedium-4987,-73.9,-73.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4991,-187.9,-187.9
OfficeMedium,task_const_e0,summer,OfficeMedium-4997,-262.8,-262.8
OfficeMedium,task_const_e0,summer,OfficeMedium-4998,-230.2,-230.2
OfficeMedium,task_const_e0,summer,OfficeMedium-4999,-251.4,-251.4
OfficeMedium,task_const_e0,summer,OfficeMedium-5000,-41.9,-41.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4037,-456.7,-456.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4040,-736.1,-736.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4041,-352.2,-352.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4047,-873.4,-873.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4051,-1163.9,-1163.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4055,-1850.4,-1850.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4067,-955.3,-955.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4070,-113.5,-113.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4093,-1715.1,-1715.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4126,-1625.7,-1625.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4130,-495.1,-495.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4138,-406.4,-406.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4142,-368.6,-368.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4146,-906.2,-906.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4150,-382.4,-382.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4151,-992.6,-992.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4152,-508.5,-508.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4153,-542.6,-542.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4158,-522.1,-522.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4168,-439.6,-439.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4260,-638.7,-638.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4275,-855.8,-855.8
OfficeMedium,task_const_e0,winter,OfficeMedium-4279,-103.0,-103.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4296,-1021.3,-1021.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4297,-151.9,-151.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4300,-1014.5,-1014.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4332,-616.2,-616.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4365,-1774.2,-1774.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4389,-394.2,-394.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4391,-111.5,-111.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4398,-245.5,-245.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4414,-1361.0,-1361.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4421,-153.7,-153.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4430,-134.3,-134.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4445,-861.7,-861.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4455,-109.7,-109.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4459,-995.7,-995.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4468,-477.7,-477.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4488,-1193.9,-1193.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4502,-782.3,-782.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4511,-106.0,-106.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4523,-384.8,-384.8
OfficeMedium,task_const_e0,winter,OfficeMedium-4537,-138.6,-138.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4554,-991.7,-991.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4570,-1870.2,-1870.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4576,-379.5,-379.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4585,-706.9,-706.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4588,-743.3,-743.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4590,-653.6,-653.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4608,-611.0,-611.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4621,-655.2,-655.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4625,-834.5,-834.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4631,-358.5,-358.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4641,-393.3,-393.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4642,-1135.0,-1135.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4643,-390.5,-390.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4670,-670.5,-670.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4680,-570.3,-570.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4688,-91.1,-91.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4691,-349.3,-349.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4692,-422.1,-422.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4693,-389.8,-389.8
OfficeMedium,task_const_e0,winter,OfficeMedium-4695,-103.9,-103.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4697,-582.6,-582.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4700,-842.4,-842.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4712,-224.9,-224.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4731,-857.2,-857.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4745,-600.5,-600.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4777,-606.3,-606.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4782,-435.7,-435.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4787,-903.0,-903.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4795,-101.9,-101.9
OfficeMedium,task_const_e0,winter,OfficeMedium-4796,-864.4,-864.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4799,-219.4,-219.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4805,-314.5,-314.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4834,-171.3,-171.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4860,-296.2,-296.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4861,-765.7,-765.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4869,-1131.7,-1131.7
OfficeMedium,task_const_e0,winter,OfficeMedium-4872,-323.0,-323.0
OfficeMedium,task_const_e0,winter,OfficeMedium-4873,-932.1,-932.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4883,-115.4,-115.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4890,-635.3,-635.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4898,-818.6,-818.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4901,-92.5,-92.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4906,-125.6,-125.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4925,-434.3,-434.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4931,-816.6,-816.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4947,-591.3,-591.3
OfficeMedium,task_const_e0,winter,OfficeMedium-4949,-151.5,-151.5
OfficeMedium,task_const_e0,winter,OfficeMedium-4958,-789.4,-789.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4963,-642.1,-642.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4970,-454.2,-454.2
OfficeMedium,task_const_e0,winter,OfficeMedium-4976,-829.1,-829.1
OfficeMedium,task_const_e0,winter,OfficeMedium-4987,-507.6,-507.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4991,-338.4,-338.4
OfficeMedium,task_const_e0,winter,OfficeMedium-4997,-855.8,-855.8
OfficeMedium,task_const_e0,winter,OfficeMedium-4998,-386.6,-386.6
OfficeMedium,task_const_e0,winter,OfficeMedium-4999,-443.9,-443.9
OfficeMedium,task_const_e0,winter,OfficeMedium-5000,-1222.5,-1222.5
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4037,-320432.7,-320432.7
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4040,-269501.5,-269501.5
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4041,-229405.1,-229405.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4047,-269929.8,-269929.8
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4051,-244415.2,-244415.2
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4055,-294010.5,-294010.5
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4067,-317010.1,-317010.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4070,-426672.7,-426672.7
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4093,-246871.1,-246871.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4126,-286073.2,-286073.2
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4130,-217096.3,-217096.3
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4138,-403283.0,-403283.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4142,-193544.4,-193544.4
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4146,-255710.9,-255710.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4150,-219225.9,-219225.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4151,-313416.7,-313416.7
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4152,-288545.0,-288545.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4153,-300251.0,-300251.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4158,-194054.8,-194054.8
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4168,-280246.1,-280246.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4260,-289062.0,-289062.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4275,-240553.0,-240553.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4279,-416916.0,-416916.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4296,-336717.9,-336717.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4297,-1149683.6,-1149683.6
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4300,-207182.3,-207182.3
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4332,-215687.6,-215687.6
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4365,-567481.8,-567481.8
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4389,-300646.9,-300646.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4391,-580363.9,-580363.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4398,-242691.1,-242691.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4414,-319943.1,-319943.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4421,-430426.9,-430426.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4430,-600106.0,-600106.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4445,-199700.4,-199700.4
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4455,-375686.4,-375686.4
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4459,-199672.5,-199672.5
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4468,-269426.2,-269426.2
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4488,-305492.8,-305492.8
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4502,-253066.1,-253066.1
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4511,-710201.9,-710201.9
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4523,-162056.0,-162056.0
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4537,-455677.3,-455677.3
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4554,-271959.8,-271959.8
OfficeMedium,task_const_ehigh,full_year,OfficeMedium-4570,-343538.5,-343538.5
